Id,color
Skibicki Krzysztof,85
Kaczmarczyk Jan,139
Jankowska Anna,86
Jasieńko-Hałat Maria,86
Albiniak Andrzej,86
Tomków Kazimierz,139
Broniek Elżbieta,86
Kawalec W.,87
Wylomańska Agnieszka,139
Hardygóra Monika,87
Jurdziak Leszek,87
Król Robert,87
Bajda Mirosław,87
Wodecki Jacek,139
Gładysiewicz Lech,87
Kaszuba Damian,87
Kozłowski Tomasz,87
Kisielewski Waldemar,87
Błażej Ryszard,87
Zimroz Radoslaw,139
Kirjanów Agata,87
Górecka-Drzazga Anna,139
Knapkiewicz Paweł,139
Sareło Katarzyna,88
Augustyniak Izabela,88
Dziuban Jan Andrzej,139
Pigłowski Jacek M.,139
Małecki Paweł,89
Krzak Justyna,139
Kaleta Jerzy,139
Królewicz Michał,89
Zielony Eunika,139
PŁaczek-Popko Ewa,139
Gwóźdź Katarzyna,90
Paradowska Karolina M.,90
Gumienny Zbigniew,139
Trawiński Grzegorz,91
Kazienko Przemysław Law,139
Telec Zbigniew,139
Kajdanowicz Tomasz,139
Smȩtek Magdalena,91
Trawiński Bogdan,139
Woźniak Michał,139
Bieńkowski Paweł,92
Burnecki Krzysztof,139
Janczura Joanna,139
Weron Rafał,139
Zubrzak Bartłomiej,92
Sadowski Łukasz,139
Bień Jan,93
Książek M.,93
Dmochowski Grzegorz,93
Radzik Łukasz,93
Berkowski Piotr A.,93
Grosel Jacek,139
Gorzelańczyk Tomasz,139
Hoła Jerzy,139
Musiał Michał,139
Schabowicz Krzysztof,93
Wójcicki Zbigniew,139
Hoła Jerzy,139
Musiał Michał,139
Kamiński Mieczysław,94
Trapko Tomasz,94
Gorzelańczyk Tomasz,139
Kucharczyk Barbara,95
Jaroszewska Karolina,95
Grzechowiak Jolanta R.,95
Tylus W.,139
Szczygieł Bogdan,139
Chȩcmanowski Jacek Grzegorz,139
Masalska Aleksandra,95
Sołoducho Jadwiga,139
Labus Karolina,96
Chyla Antoni T.,139
Bryjak Jolanta,139
Cabaj Joanna,139
Bryjak M.,139
Gancarz Irena S.,97
Tylus W.,139
Poźniak Gryzelda,97
Bryjak Jolanta,139
Trochimczuk Andrzej W.,139
Maliszewska Irena H.,139
Kolarz Boz̊ena N.,139
Tylus W.,139
Bryjak Jolanta,139
Mucha Artur,139
Zielińska-Błajet Mariola,99
Kowalczyk Rafał,139
Kafarski Paweł,139
Sidorowicz Łukasz,99
Palus Jerzy,139
Ba¸kowicz Julia,139
Kleniewska Karolina,99
Dorsz Mateusz,99
Siedlecka Renata,139
Gupta Anil,99
Turowska-Tyrk Ilona,139
Wojaczyńska Elżbieta,139
Skarzewski Jacek,99
Boratyński Przemysław J.,99
Giurg Mirosław,139
Olszewski Tomasz Krzysztof,139
Kotlewska Urszula,100
Bieniecki Albert,100
Piasecki Andrzej,139
Syper Ludwik,139
Chlebicki Jan,139
Burczyk Bogdan,100
Matuszewska Barbara,100
Gancarz Roman,139
Domagalska Beata W.,100
Sokołowski Adam,100
Wilk Kazimiera Anna,139
Janiak Mariusz,101
Arent Krzysztof,101
Juszkiewicz Łukasz,101
Ratajczak Adam,101
Muszyński Robert,101
Jakubiak Janusz,101
Mazur Alicja,101
Drwięga Michał,101
Cholewiński Mateusz,101
Tchoń Krzysztof,101
Karpińska Joanna,101
Dulȩba Ignacy,101
Zadarnowska Katarzyna,101
Plewa Marcin,102
Świeboda Justyna,102
Kierzkowski Artur,102
Werbińska-Wojciechowska Sylwia,139
Zaja̧c Paweł,102
Jodejko-Pietruczuk Anna,102
Nowakowski Tomasz,139
Mlynczak Marek,102
Zaja̧c Mateusz,102
Restel Franciszek J.,102
Giel Robert,102
Tubis Agnieszka,102
Nowakowski Tomasz,139
Babczyński Tomasz,103
Werbińska-Wojciechowska Sylwia,139
Kowalski Marcin,103
Magott Jan,103
Żak Andrzej,104
Sadowski Łukasz,139
Ho?a Anna,104
Czarnecki Sławomir,104
Hoła Jerzy,139
Stefaniuk D.,139
Szymanowski Jacek,104
Matynia Andrzej,105
Chemiczny Wydział,105
Wierzbowska Bogusława,105
Hutnik Nina,105
Mazieńczuk Agata,105
Stanclik Anna,105
Kozik Anna,105
Jurlewicz Agnieszka,139
Weron Karina,139
Nowak Anna M.,106
Szatkowski Janusz,139
Gumienny Zbigniew,139
PŁaczek-Popko Ewa,139
Wojtyna E.,106
Trzmiel Justyna,139
Dubielewicz Iwona,107
Huzar Zbigniew,107
Lech Tuzinkiewicz,107
Hnatkowska Bogumiła,107
Tuzinkiewicz Lech,107
Bogumiła Hnatkowska,107
Iwona Dubielewicz,107
Zbigniew Huzar,107
Fiałkowski J.,108
Szatkowski Janusz,139
PŁaczek-Popko Ewa,139
Sierański Kazimierz,139
Hajdusianek A.,108
Pandelidis Demis,109
Danielewicz Jan,139
Śniechowska B.,139
Sayegh Marderos Ara,139
Anisimov Sergey,109
Piekarska Katarzyna,110
Danielewicz Jan,139
Szulgowska-Zgrzywa Małgorzata,110
Jadwiszczak Piotr,110
Fidorów-Kaprawy Natalia,110
Śniechowska B.,139
Sayegh Marderos Ara,139
Rowiński Sławomir,111
Koz̊uch Maciej,111
Pȩkalski Grzegorz,111
Harnatkiewicz Piotr,139
Lorenc Wojciech,111
Kopczyński A.,111
Kubiak Przemys?aw,112
Krzywiecki Łukasz,139
Błaśkiewicz Przemysław,112
Kluczniak Kamil,139
Kutyļowski Miros̷law,139
Krzywiecki Łukasz,139
Wszoła Marta,113
Słowik Marcin,113
Kluczniak Kamil,139
Kutyļowski Miros̷law,139
Sołoducho Jadwiga,139
Nowakowska-Oleksy Anna,114
Doskocz Jacek,139
Nowakowska Anna,114
Cabaj Joanna,139
Roszak Szczepan M.,139
Chyla Antoni T.,139
Palewska Krystyna,139
Witek-Krowiak Anna,139
Mikula Katarzyna,115
Chojnacka Katarzyna W.,139
Skrzypczak Dawid,115
Mironiuk Małgorzata,139
Pezowicz Celina A.,139
Szotek Sylwia,139
Żak Małgorzata,116
Filipiak Jarosław,139
Ścigała Krzysztof,116
Kobielarz Magdalena,139
Wardyński Adam,117
Piasecki Maciej,139
Marcińczuk Michał,117
Ptak Marcin,117
Kurc Roman,117
Maziarz Marek,139
Kocoń Jan,117
Kȩdzia Paweł,139
Ramocki Radosław,117
Radziszewski Adam,117
Gąsior-Głogowska Marlena,118
Pezowicz Celina A.,139
Szotek Sylwia,139
Komorowska MaŁgorzata,139
Walski Tomasz,118
Olsztyńska-Janus Sylwia,139
Kobielarz Magdalena,139
Nawrot Witold,119
Drzozga Kamila,119
Malecha Karol,139
Cabaj Joanna,139
Słobodzian Piotr M.,139
Baluta Sylwia,139
Słobodzian Piotr M.,139
Szostak Krzysztof,120
Jasińska Laura,120
Malecha Karol,139
Kiliszkiewicz Milena,120
Nowak Damian,139
Fałat Krzysztof Urbański Tomasz,121
Matkowski Przemysław Krystian,121
MacHerzyński Wojciech,139
Urbański Krzysztof Jerzy,121
Felba Jan,121
Fałat Tomasz,121
Płatek Bartosz T.,121
Stojek Krzysztof,121
Zwierta Rafał,121
Zaluk Zbigniew,121
WymysŁowski Artur,121
Sołoducho Jadwiga,139
Cabaj Joanna,139
Olech Kamila,122
Świst Agnieszka,139
Roszak Szczepan M.,139
Zając Dorota,123
Sołoducho Jadwiga,139
Malecha Karol,139
Świst Agnieszka,139
Cabaj Joanna,139
Jȩdrychowska Agnieszka,123
Baluta Sylwia,139
Szafran Grzegorz,124
Jaroszewski MacIej,124
Pospieszna Janina,124
Janukiewicz Jarosław M.,124
Tchórzewski Mariusz,124
Ziaja Jan,124
Wodecki Mieczysław,139
Musiał Kamił,125
Górnicka Dagmara,125
Pempera Jarosław,139
Bozejko Wojciech,139
Burduk Anna,125
Wodecki Mieczysław,139
Rudy Jarosław,126
Pempera Jarosław,139
Bozejko Wojciech,139
Żelazny Dominik,126
Konieczny Krzysztof,127
Siedlecka Renata,139
Broda Piotr,127
Turowska-Tyrk Ilona,139
Galica Tomasz,127
Ba¸kowicz Julia,139
Chwała Marcin,128
Stefaniuk D.,139
Różański Adrian,128
Lydzba D.,139
Puła Wojciech,139
Dziob Agnieszka,129
Rudnicka Ewa,129
Maziarz Marek,139
Piasecki Maciej,139
Kȩdzia Paweł,139
Piaseckr Maciej,129
Sawicki Wojciech,130
Majcher Krzysztof,130
Pakos Wojciech,130
Wójcicki Zbigniew,139
Grosel Jacek,139
Goldeman Waldemar,139
Chmielewska Ewa,131
Kafarski Paweł,139
MacIejewska Gabriela,139
Młynarz Piotr,139
Kobel Joanna,132
Hołowacz Iwona,139
Suchwałko Artur,132
Podbielska Halina M.D.,139
Ulatowska-Jarz?a Agnieszka,139
Lechna-Marczyńska Monika,132
Hołowacz Iwona,139
Komorowska MaŁgorzata,139
Buzalewicz Igor,133
Podbielska Halina M.D.,139
Ulatowska-Jarz?a Agnieszka,139
Olsztyńska-Janus Sylwia,139
Kopaczyńska Marta K.,133
Bauer Joanna,133
Kozłowska Katarzyna,134
Szecówka Przemysław M.,139
Szczurek Andrzej,139
Maruszewski Krzysztof,134
Dudek Krzysztof,134
Kapuściński P.,135
Bieniek Maciej,139
Kutrowska-Girzycka J.,135
Bryja Leszek,139
Jadczak Joanna N.,139
Niewiadomski Paweł,136
Sadowski Łukasz,139
Hoła Jerzy,139
Stefaniuk D.,139
Musiał Michał,139
Lydzba D.,139
Kazienko Przemysław Law,139
Tuligłowicz Włodzimierz,137
Szymański Piotr,137
Augustyniak Łukasz,137
Kajdanowicz Tomasz,139
Lochyński Stanisław,138
Macegoniuk Katarzyna,139
Grabowiecka Agnieszka Monika,139
Grela Ewa,139
Kozioł Agata,138
