"source","target","weight"
"Nowak Piotr M.","Karpinski Pawel","1"
"Sznitko L.","Karpinski Pawel","22"
"Pawlik Grzegorz","Karpinski Pawel","7"
"Nikodem Michal","Karpinski Pawel","1"
"Bartkiewicz S.","Karpinski Pawel","3"
"Samoc M.","Karpinski Pawel","2"
"Janeczko Martyna","Karpinski Pawel","1"
"Szlapa Ewa N.","Karpinski Pawel","1"
"Korbut Aleksandra","Karpinski Pawel","1"
"Zelechowska Monika","Karpinski Pawel","2"
"Durko Martyna","Karpinski Pawel","1"
"Adamow Alina","Karpinski Pawel","1"
"Wawrzyńczyk Dominika","Karpinski Pawel","1"
"Komorowska Katarzyna","Karpinski Pawel","1"
"Matczyszyn Katarzyna","Karpinski Pawel","2"
"Mituś Antoni C.","Karpinski Pawel","6"
"Poprawski Ryszard","Giermańska Joanna","1"
"Poprawski Ryszard","Dziedzic Janusz","8"
"Poprawski Ryszard","Mróz Józef","14"
"Poprawski Ryszard","Ciźman Agnieszka","13"
"Poprawski Ryszard","Sworakowski Juliusz","2"
"Poprawski Ryszard","Óz J.","12"
"Poprawski Ryszard","Kolarz A.","1"
"Poprawski Ryszard","Krajewska A.","1"
"Poprawski Ryszard","Poprawski Ryszard","53"
"Poprawski Ryszard","Małek E.","1"
"Poprawski Ryszard","Jaguś Pawel","1"
"Poprawski Ryszard","Liber Arkadiusz","6"
"Poprawski Ryszard","Polańska Jolanta","6"
"Poprawski Ryszard","Urbanowicz Adam","2"
"Poprawski Ryszard","Trzmiel Justyna","1"
"Poprawski Ryszard","Nowak Romuald","3"
"Poprawski Ryszard","Rysiakiewicz-Pasek Ewa","17"
"Poprawski Ryszard","Radojewska Ewa Beata","3"
"Poprawski Ryszard","Sieradzki Adam","19"
"Poprawski Ryszard","Marciniszyn Tomasz","8"
"Poprawski Ryszard","Nankiewicz Marcin","1"
"Poprawski Ryszard","Ciman Agnieszka","3"
"Rysiakiewichz-Pasek E.","Poprawski Ryszard","1"
"Nankiewicz Marcin","Poprawski Ryszard","1"
"Małek E.","Poprawski Ryszard","1"
"Jaguś Pawel","Poprawski Ryszard","2"
"Marciniszyn Tomasz","Poprawski Ryszard","6"
"Dziedzic Janusz","Poprawski Ryszard","2"
"Nowak Romuald","Poprawski Ryszard","4"
"Gnutek Zbigniew","Poprawski Ryszard","1"
"Salejda WŁodzimierz","Poprawski Ryszard","1"
"Radojewski Jacek M.","Poprawski Ryszard","2"
"Mróz Józef","Poprawski Ryszard","7"
"Kurzynowski Piotr","Poprawski Ryszard","1"
"Kuchta Bogdan","Poprawski Ryszard","1"
"Sworakowski Juliusz","Poprawski Ryszard","2"
"Ciman Agnieszka","Poprawski Ryszard","1"
"Urbanowicz Adam","Poprawski Ryszard","1"
"Kolarz A.","Poprawski Ryszard","1"
"Peksa Paulina","Poprawski Ryszard","2"
"Polańska Jolanta","Poprawski Ryszard","1"
"Liber Arkadiusz","Poprawski Ryszard","3"
"Kutrowska-Girzycka J.","Poprawski Ryszard","1"
"Radojewska Ewa Beata","Poprawski Ryszard","2"
"Trzmiel Justyna","Poprawski Ryszard","2"
"Pawlik Elżbieta Beres","Poprawski Ryszard","1"
"Ciźman Agnieszka","Poprawski Ryszard","27"
"PopioŁek-Masajada Agnieszka","Poprawski Ryszard","1"
"Sieradzki Adam","Poprawski Ryszard","23"
"Rysiakiewicz-Pasek Ewa","Poprawski Ryszard","28"
"Zelechowska Monika","Parafiniuk Kacper","2"
"Zelechowska Monika","Sznitko L.","2"
"Zelechowska Monika","Samoc M.","1"
"Zelechowska Monika","Bartkiewicz S.","2"
"Zelechowska Monika","Mituś Antoni C.","1"
"Zelechowska Monika","Zelechowska Monika","1"
"Parafiniuk Kacper","Zelechowska Monika","2"
"Cyprych Konrad","Zelechowska Monika","1"
"Sznitko L.","Zelechowska Monika","3"
"Wawrzyńczyk Dominika","Zelechowska Monika","2"
"Pawlik Grzegorz","Komorowska Katarzyna","20"
"Pawlik Grzegorz","Magierski W.","1"
"Pawlik Grzegorz","Noculak Agnieszka","3"
"Pawlik Grzegorz","Kordas Wojciech","6"
"Pawlik Grzegorz","Misiewicz Jan","4"
"Pawlik Grzegorz","Sworakowski Juliusz","3"
"Pawlik Grzegorz","Parafiniuk Kacper","2"
"Pawlik Grzegorz","Podhorodecki Artur P.","4"
"Pawlik Grzegorz","Sznitko L.","3"
"Pawlik Grzegorz","Samoc M.","1"
"Pawlik Grzegorz","Turalski Wojciech","2"
"Pawlik Grzegorz","Bartkiewicz S.","15"
"Pawlik Grzegorz","Niczyj J.","1"
"Pawlik Grzegorz","Mituś Antoni C.","65"
"Pawlik Grzegorz","Zielińska Sonia","1"
"Pawlik Grzegorz","Pawlik Grzegorz","67"
"Pawlik Grzegorz","Bański Mateusz","4"
"Pawlik Grzegorz","Kudrawiec Robert","2"
"Pawlik Grzegorz","Machnikowski P.","1"
"Pawlik Grzegorz","Salejda WŁodzimierz","4"
"Pawlik Grzegorz","Radosz Andrzej","1"
"Pawlik Grzegorz","Tarnowski Karol","8"
"Pawlik Grzegorz","Sojka Bartlomiej","2"
"Pawlik Grzegorz","Wawrzyńczyk Dominika","1"
"Pawlik Grzegorz","Ostasiewicz Katarzyna","1"
"Pawlik Grzegorz","Weron Karina","1"
"Pawlik Grzegorz","Zatryb Grzegorz","1"
"Ł Radosiński","Pawlik Grzegorz","1"
"Fhui Yong Shiew","Pawlik Grzegorz","1"
"Zaklukiewicz W.","Pawlik Grzegorz","1"
"Niczyj J.","Pawlik Grzegorz","1"
"Fiedorczyk E.","Pawlik Grzegorz","1"
"Damczyk J.","Pawlik Grzegorz","2"
"Kordas Wojciech","Pawlik Grzegorz","2"
"Golacki Lukasz W.","Pawlik Grzegorz","2"
"Sojka Bartlomiej","Pawlik Grzegorz","4"
"Parafiniuk Kacper","Pawlik Grzegorz","2"
"Woźnica Henryk P.","Pawlik Grzegorz","1"
"Radosinski Lukasz","Pawlik Grzegorz","3"
"Krajnik Bartosz","Pawlik Grzegorz","2"
"Cyprych Konrad","Pawlik Grzegorz","1"
"Salejda WŁodzimierz","Pawlik Grzegorz","2"
"Janus Krzysztof","Pawlik Grzegorz","1"
"Bański Mateusz","Pawlik Grzegorz","11"
"Drobczyński Sławomir","Pawlik Grzegorz","1"
"Sznitko L.","Pawlik Grzegorz","9"
"Góra Robert W.","Pawlik Grzegorz","1"
"Luty Tadeusz","Pawlik Grzegorz","2"
"Zale?ny Robert","Pawlik Grzegorz","1"
"Bartkiewicz S.","Pawlik Grzegorz","8"
"Bartkowiak Wojciech","Pawlik Grzegorz","1"
"Samoc M.","Pawlik Grzegorz","1"
"Misiewicz Jan","Pawlik Grzegorz","8"
"Malak Anna","Pawlik Grzegorz","1"
"Smoczynska Barbara","Pawlik Grzegorz","1"
"Szlapa Ewa N.","Pawlik Grzegorz","1"
"Kociołek Daria","Pawlik Grzegorz","3"
"Lesiak Anna","Pawlik Grzegorz","1"
"Noculak Agnieszka","Pawlik Grzegorz","8"
"Ostasiewicz Katarzyna","Pawlik Grzegorz","3"
"Tarnowski Karol","Pawlik Grzegorz","6"
"Wawrzyńczyk Dominika","Pawlik Grzegorz","1"
"Komorowska Katarzyna","Pawlik Grzegorz","4"
"Radosz Andrzej","Pawlik Grzegorz","4"
"Mituś Antoni C.","Pawlik Grzegorz","65"
"Podhorodecki Artur P.","Pawlik Grzegorz","15"
"Chwialkowska Anna","Sujka Marta","2"
"Chwialkowska Anna","Sworakowski Juliusz","1"
"Chwialkowska Anna","Chwialkowska Anna","4"
"Ziemianek M.","Chwialkowska Anna","1"
"Tarnowicz N.","Chwialkowska Anna","1"
"Pokładek Ziemowit","Chwialkowska Anna","2"
"Młynarz Piotr","Chwialkowska Anna","2"
"Bartkiewicz S.","Chwialkowska Anna","4"
"Samoc M.","Chwialkowska Anna","2"
"Sujka Marta","Chwialkowska Anna","2"
"Olesiak Joanna","Chwialkowska Anna","1"
"Matczyszyn Katarzyna","Chwialkowska Anna","3"
"Zielińska Sonia","Larkowska Maria","2"
"Zielińska Sonia","Bartkiewicz S.","2"
"Zielińska Sonia","Zielińska Sonia","10"
"Zielińska Sonia","Bućko Aleksandra","1"
"Zielińska Sonia","Raźna J.","2"
"Zielińska Sonia","Tokarek M.","1"
"Zielińska Sonia","Noga Joanna","1"
"Zielińska Sonia","Jaworowska Jolanta","1"
"Zielińska Sonia","Serwadczak Małgorzata","3"
"Sznitko L.","Zielińska Sonia","1"
"Pigłowski Jacek M.","Zielińska Sonia","1"
"Bartkiewicz S.","Zielińska Sonia","2"
"Jaworowska Jolanta","Zielińska Sonia","1"
"Bućko Aleksandra","Zielińska Sonia","1"
"Szlapa Ewa N.","Zielińska Sonia","1"
"Korbut Aleksandra","Zielińska Sonia","2"
"Noga Joanna","Zielińska Sonia","1"
"Larkowska Maria","Zielińska Sonia","3"
"Mituś Antoni C.","Zielińska Sonia","1"
"Mituś Antoni C.","Komorowska Katarzyna","19"
"Mituś Antoni C.","Magierski W.","1"
"Mituś Antoni C.","Kordas Wojciech","5"
"Mituś Antoni C.","Sworakowski Juliusz","3"
"Mituś Antoni C.","Jacak Lucjan","1"
"Mituś Antoni C.","Parafiniuk Kacper","2"
"Mituś Antoni C.","Sznitko L.","3"
"Mituś Antoni C.","Turalski Wojciech","2"
"Mituś Antoni C.","Bartkiewicz S.","14"
"Mituś Antoni C.","Mituś Antoni C.","89"
"Mituś Antoni C.","Machnikowski P.","1"
"Mituś Antoni C.","Salejda WŁodzimierz","3"
"Mituś Antoni C.","Radosz Andrzej","1"
"Mituś Antoni C.","Wójs Arkadiusz","1"
"Mituś Antoni C.","Tarnowski Karol","7"
"Mituś Antoni C.","Ostasiewicz Katarzyna","1"
"Mituś Antoni C.","Weron Karina","1"
"Ł Radosiński","Mituś Antoni C.","1"
"Zaklukiewicz W.","Mituś Antoni C.","1"
"Damczyk J.","Mituś Antoni C.","2"
"Kordas Wojciech","Mituś Antoni C.","2"
"Parafiniuk Kacper","Mituś Antoni C.","3"
"Radosinski Lukasz","Mituś Antoni C.","3"
"Cyprych Konrad","Mituś Antoni C.","1"
"Salejda WŁodzimierz","Mituś Antoni C.","2"
"Janus Krzysztof","Mituś Antoni C.","1"
"Jacak Janusz Edward","Mituś Antoni C.","2"
"Sznitko L.","Mituś Antoni C.","10"
"Góra Robert W.","Mituś Antoni C.","1"
"Gonczarek Ryszard","Mituś Antoni C.","1"
"Luty Tadeusz","Mituś Antoni C.","2"
"Zale?ny Robert","Mituś Antoni C.","1"
"Bartkiewicz S.","Mituś Antoni C.","11"
"Jacak Lucjan","Mituś Antoni C.","2"
"Bartkowiak Wojciech","Mituś Antoni C.","1"
"Kuchta Bogdan","Mituś Antoni C.","1"
"Machnikowski P.","Mituś Antoni C.","1"
"Sworakowski Juliusz","Mituś Antoni C.","1"
"Malak Anna","Mituś Antoni C.","1"
"Smoczynska Barbara","Mituś Antoni C.","1"
"Szlapa Ewa N.","Mituś Antoni C.","1"
"Jacak Dorota","Mituś Antoni C.","1"
"Ostasiewicz Katarzyna","Mituś Antoni C.","3"
"Tarnowski Karol","Mituś Antoni C.","6"
"Komorowska Katarzyna","Mituś Antoni C.","5"
"Jacak Witold Aleksander","Mituś Antoni C.","2"
"Radosz Andrzej","Mituś Antoni C.","4"
"Bartkiewicz S.","Komorowska Katarzyna","2"
"Bartkiewicz S.","Turowska-Tyrk Ilona","1"
"Bartkiewicz S.","Patela Segiusz","2"
"Bartkiewicz S.","Bartkowiak Wojciech","1"
"Bartkiewicz S.","Pawlaczyk Piotr","3"
"Bartkiewicz S.","Sworakowski Juliusz","6"
"Bartkiewicz S.","Janus Krzysztof","5"
"Bartkiewicz S.","Parafiniuk Kacper","2"
"Bartkiewicz S.","Sznitko L.","13"
"Bartkiewicz S.","Turalski Wojciech","3"
"Bartkiewicz S.","Bartkiewicz S.","74"
"Bartkiewicz S.","Wilk Kazimiera Anna","2"
"Bartkiewicz S.","Noga Joanna","1"
"Bartkiewicz S.","Jaworowska Jolanta","1"
"Bartkiewicz S.","Bogucki Jakub","2"
"Bartkiewicz S.","Pesz Karol","1"
"Zaklukiewicz W.","Bartkiewicz S.","1"
"Kaliciak K.","Bartkiewicz S.","1"
"Pawlaczyk Piotr","Bartkiewicz S.","1"
"Turalski Wojciech","Bartkiewicz S.","2"
"Bacia Marcin","Bartkiewicz S.","1"
"Parafiniuk Kacper","Bartkiewicz S.","10"
"Pesz Karol","Bartkiewicz S.","1"
"Cyprych Konrad","Bartkiewicz S.","9"
"Janus Krzysztof","Bartkiewicz S.","2"
"Goldeman Waldemar","Bartkiewicz S.","1"
"Drobczyński Sławomir","Bartkiewicz S.","1"
"Dudzik Grzegorz","Bartkiewicz S.","1"
"Sznitko L.","Bartkiewicz S.","31"
"Krzempek Karol","Bartkiewicz S.","1"
"Masajada Jan","Bartkiewicz S.","1"
"Pigłowski Jacek M.","Bartkiewicz S.","1"
"Nikodem Michal","Bartkiewicz S.","3"
"Sworakowski Juliusz","Bartkiewicz S.","3"
"Samoc M.","Bartkiewicz S.","2"
"Abramski Krzysztof Marek","Bartkiewicz S.","1"
"Malak Anna","Bartkiewicz S.","1"
"Szlapa Ewa N.","Bartkiewicz S.","1"
"Wasiak Anna","Bartkiewicz S.","1"
"Korbut Aleksandra","Bartkiewicz S.","2"
"Noga Joanna","Bartkiewicz S.","3"
"Adamow Alina","Bartkiewicz S.","1"
"Jaworska Joanna","Bartkiewicz S.","4"
"Lamperska Weronika","Bartkiewicz S.","1"
"Wąż Adam Tomasz","Bartkiewicz S.","1"
"Wawrzyńczyk Dominika","Bartkiewicz S.","1"
"Komorowska Katarzyna","Bartkiewicz S.","13"
"Matczyszyn Katarzyna","Bartkiewicz S.","5"
"Turalski Wojciech","Turalski Wojciech","1"
"Sworakowski Juliusz","Turalski Wojciech","1"
"Komorowska Katarzyna","Turalski Wojciech","2"
"Samoc M.","Kolodziej H.","1"
"Samoc M.","Zboiński Zbigniew","6"
"Samoc M.","Giermańska Joanna","3"
"Samoc M.","Kotulska MaŁgorzata","1"
"Samoc M.","Matczak-Jon Ewa","1"
"Samoc M.","Jezierski Krzysztof","1"
"Samoc M.","Misiaszek Tomasz","1"
"Samoc M.","Michalska Joanna","2"
"Samoc M.","Chyla Antoni T.","1"
"Samoc M.","Zale?ny Robert","16"
"Samoc M.","Zaręba Jan K.","2"
"Samoc M.","Noculak Agnieszka","1"
"Samoc M.","Syper Ludwik","1"
"Samoc M.","Misiewicz Jan","5"
"Samoc M.","Bartkowiak Wojciech","17"
"Samoc M.","Dudek Marta","1"
"Samoc M.","Wielgus Małgorzata","14"
"Samoc M.","Sworakowski Juliusz","15"
"Samoc M.","Sadecká Katarzyna","2"
"Samoc M.","Gancarz Roman","1"
"Samoc M.","Janus Krzysztof","1"
"Samoc M.","Lamch Łukasz","7"
"Samoc M.","Bielecka Urszula","1"
"Samoc M.","Parafiniuk Kacper","1"
"Samoc M.","Podhorodecki Artur P.","4"
"Samoc M.","Sznitko L.","2"
"Samoc M.","Samoc M.","32"
"Samoc M.","Olesiak Joanna","5"
"Samoc M.","Maliszowska Irana","1"
"Samoc M.","Wilk Kazimiera Anna","11"
"Samoc M.","Krajewska-Cizio Anna","5"
"Samoc M.","Leśniewska Agata","1"
"Samoc M.","Samoć Marek","22"
"Samoc M.","Hamerska-Dudra Agnieszka","2"
"Samoc M.","Bański Mateusz","2"
"Samoc M.","Pokładek Ziemowit","4"
"Samoc M.","Kudrawiec Robert","2"
"Samoc M.","Pi̧ȩtka-Ottlik Magdalena","1"
"Samoc M.","Ocytko Kornel","2"
"Samoc M.","Fra̧ckowiak Renata","1"
"Samoc M.","Garczarek Piotr","2"
"Samoc M.","Waszkielewicz Magdalena","1"
"Samoc M.","Bazylińska Urszula","8"
"Samoc M.","Młynarz Piotr","4"
"Samoc M.","Sojka Bartlomiej","1"
"Samoc M.","Skwara Bartłomiej","1"
"Samoc M.","Maliszewska Irena H.","3"
"Samoc M.","Drozdek Sławomir","5"
"Samoc M.","Straszak B.","8"
"Samoc M.","Skrzela Renata","3"
"Samoc M.","Gordel Marta","31"
"Samoc M.","Syperek Marcin","1"
"Samoc M.","Wawrzyńczyk Dominika","43"
"Samoc M.","Palus Jerzy","1"
"Samoc M.","Parjaszewski Krzysztof","13"
"Samoc M.","Nowak Piotr M.","1"
"Samoc M.","Videnova-Adrabińska Veneta","2"
"Samoc M.","Laska Urszula","1"
"Ziemianek M.","Samoc M.","1"
"Tarnowicz N.","Samoc M.","1"
"Niczyj J.","Samoc M.","1"
"Mucha S. G.","Samoc M.","1"
"Deska Radosław","Samoc M.","1"
"Obstarczyk Patryk","Samoc M.","1"
"Drozdek Sławomir","Samoc M.","3"
"Wróbel Jakub","Samoc M.","1"
"Pokładek Ziemowit","Samoc M.","8"
"Rojek Tomasz","Samoc M.","1"
"Parafiniuk Kacper","Samoc M.","2"
"Lamch Łukasz","Samoc M.","10"
"Mazur Leszek Mateusz","Samoc M.","11"
"Cyprych Konrad","Samoc M.","1"
"Jewgiński Michał","Samoc M.","1"
"Kowalczyk MacIej","Samoc M.","1"
"Zaręba Jan K.","Samoc M.","12"
"Bogusławski Jakub","Samoc M.","1"
"Goldeman Waldemar","Samoc M.","2"
"Samoć Marek","Samoc M.","29"
"Koźlecki Tomasz","Samoc M.","2"
"Duczmal Marek","Samoc M.","1"
"Sznitko L.","Samoc M.","4"
"Góra Robert W.","Samoc M.","1"
"Zoñ Jerzy","Samoc M.","1"
"Jamróz Piotr","Samoc M.","1"
"Tylus W.","Samoc M.","2"
"Młynarz Piotr","Samoc M.","6"
"Zale?ny Robert","Samoc M.","5"
"Gancarz Roman","Samoc M.","1"
"Bartkowiak Wojciech","Samoc M.","5"
"Sotor Jarosław","Samoc M.","1"
"Nawrot Katarzyna C.","Samoc M.","1"
"Antoniak Magda A.","Samoc M.","3"
"Popko Katarzyna","Samoc M.","3"
"Kinastowska Karolina","Samoc M.","1"
"Wanarska Ewelina","Samoc M.","1"
"Popczyk Anna","Samoc M.","1"
"Justyniarski Adrian","Samoc M.","2"
"Klekotko Magdalena","Samoc M.","2"
"Pucek Agata","Samoc M.","4"
"Rózycka Mirosława","Samoc M.","1"
"Bednarska Joanna","Samoc M.","1"
"Brach Katarzyna","Samoc M.","5"
"Chołuj Marta","Samoc M.","2"
"Waszkielewicz Magdalena","Samoc M.","7"
"Dudek Marta","Samoc M.","8"
"Fra̧ckowiak Renata","Samoc M.","2"
"Wielgus Małgorzata","Samoc M.","2"
"Noculak Agnieszka","Samoc M.","2"
"Wojtas Magdalena","Samoc M.","1"
"Kozłowska Justyna","Samoc M.","1"
"Gordel Marta","Samoc M.","7"
"Tsirigotis-Maniecka Marta","Samoc M.","2"
"Żak Andrzej","Samoc M.","1"
"Dzimitrowicz Anna","Samoc M.","1"
"Bazylińska Urszula","Samoc M.","12"
"Wojciechowska Agnieszka","Samoc M.","1"
"Videnova-Adrabińska Veneta","Samoc M.","1"
"Latajka Rafał","Samoc M.","1"
"Wawrzyńczyk Dominika","Samoc M.","17"
"Komorowska Katarzyna","Samoc M.","1"
"Maliszewska Irena H.","Samoc M.","4"
"Matczak-Jon Ewa","Samoc M.","1"
"Sieradzki Adam","Samoc M.","1"
"Kotulska MaŁgorzata","Samoc M.","1"
"Matczyszyn Katarzyna","Samoc M.","31"
"Oz̀yhar Andrzej","Samoc M.","1"
"Podhorodecki Artur P.","Samoc M.","3"
"Wilk Kazimiera Anna","Samoc M.","19"
"Sznitko L.","Sujka Marta","1"
"Sznitko L.","Komorowska Katarzyna","1"
"Sznitko L.","Durko Martyna","1"
"Sznitko L.","Kordas Wojciech","1"
"Sznitko L.","Bartkowiak Wojciech","1"
"Sznitko L.","Sworakowski Juliusz","4"
"Sznitko L.","Adamow Alina","2"
"Sznitko L.","Janus Krzysztof","5"
"Sznitko L.","Parafiniuk Kacper","21"
"Sznitko L.","Sznitko L.","40"
"Sznitko L.","Kaliciak K.","1"
"Sznitko L.","Justyniarski Adrian","1"
"Sznitko L.","Wawrzyńczyk Dominika","2"
"Sznitko L.","Janeczko Martyna","2"
"Zaklukiewicz W.","Sznitko L.","1"
"Kaliciak K.","Sznitko L.","1"
"Galica Tomasz","Sznitko L.","1"
"Parafiniuk Kacper","Sznitko L.","10"
"Cyprych Konrad","Sznitko L.","14"
"Goldeman Waldemar","Sznitko L.","1"
"Nowak Piotr M.","Sznitko L.","1"
"Zale?ny Robert","Sznitko L.","1"
"Malak Anna","Sznitko L.","1"
"Janeczko Martyna","Sznitko L.","1"
"Korbut Aleksandra","Sznitko L.","1"
"Durko Martyna","Sznitko L.","2"
"Justyniarski Adrian","Sznitko L.","2"
"Adamow Alina","Sznitko L.","3"
"Gordel Marta","Sznitko L.","1"
"Wojaczyńska Elżbieta","Sznitko L.","1"
"Wawrzyńczyk Dominika","Sznitko L.","3"
"Matczyszyn Katarzyna","Sznitko L.","2"
"Podhorodecki Artur P.","Fhui Yong Shiew","1"
"Podhorodecki Artur P.","Andrzejewski Janusz","6"
"Podhorodecki Artur P.","Noculak Agnieszka","16"
"Podhorodecki Artur P.","PŁaczek-Popko Ewa","2"
"Podhorodecki Artur P.","Kociołek Daria","2"
"Podhorodecki Artur P.","Golacki Lukasz W.","7"
"Podhorodecki Artur P.","Misiewicz Jan","44"
"Podhorodecki Artur P.","Weron Aleksander","1"
"Podhorodecki Artur P.","Jasiorski Marek","1"
"Podhorodecki Artur P.","Kaczmarck D.","1"
"Podhorodecki Artur P.","Pražmowska Joanna","2"
"Podhorodecki Artur P.","Borkowska Agnieszka","11"
"Podhorodecki Artur P.","Cabaj Joanna","1"
"Podhorodecki Artur P.","Janczura Joanna","2"
"Podhorodecki Artur P.","Prociów Eugeniusz L.","9"
"Podhorodecki Artur P.","Podhorodecki Artur P.","80"
"Podhorodecki Artur P.","Korbutowicz Ryszard","8"
"Podhorodecki Artur P.","Baluta Sylwia","1"
"Podhorodecki Artur P.","Zając Dorota","1"
"Podhorodecki Artur P.","Niczyj J.","1"
"Podhorodecki Artur P.","Malecha Karol","1"
"Podhorodecki Artur P.","Leśniewska Agata","1"
"Podhorodecki Artur P.","Bański Mateusz","41"
"Podhorodecki Artur P.","Magdziarz Marcin","1"
"Podhorodecki Artur P.","Kaczmarek Danuta","11"
"Podhorodecki Artur P.","Rudno-Rudziňski Wojciech","3"
"Podhorodecki Artur P.","Zelazo A.","4"
"Podhorodecki Artur P.","Roś M.","1"
"Podhorodecki Artur P.","Kudrawiec Robert","24"
"Podhorodecki Artur P.","Kozłowski Janusz","7"
"Podhorodecki Artur P.","Maruszewski Krzysztof","1"
"Podhorodecki Artur P.","Paszkiewicz Regina","3"
"Podhorodecki Artur P.","Wojcieszak Damian","2"
"Podhorodecki Artur P.","Posadowski Witold Michał","1"
"Podhorodecki Artur P.","J Misiewicz","3"
"Podhorodecki Artur P.","Sojka Bartlomiej","16"
"Podhorodecki Artur P.","Sitarek Piotr","6"
"Podhorodecki Artur P.","Maliszewska Irena H.","1"
"Podhorodecki Artur P.","Trzmiel Justyna","3"
"Podhorodecki Artur P.","Rysiakiewicz-Pasek Ewa","1"
"Podhorodecki Artur P.","Bryja Leszek","6"
"Podhorodecki Artur P.","Serafińczuk Jarosław","18"
"Podhorodecki Artur P.","Sieradzki Adam","3"
"Podhorodecki Artur P.","Berlicki Tadeusz M.","1"
"Podhorodecki Artur P.","Syperek Marcin","15"
"Podhorodecki Artur P.","Podemski Paweł","1"
"Podhorodecki Artur P.","Słobodzian Piotr M.","1"
"Podhorodecki Artur P.","Gołonka Leszek J.","1"
"Podhorodecki Artur P.","Ryczko Krzysztof","3"
"Podhorodecki Artur P.","Wawrzyńczyk Dominika","2"
"Podhorodecki Artur P.","Sołoducho Jadwiga","1"
"Podhorodecki Artur P.","Jurlewicz Agnieszka","1"
"Podhorodecki Artur P.","Mirowska Nella","2"
"Podhorodecki Artur P.","MacIoszczyk Jan","1"
"Podhorodecki Artur P.","Motyka Marcin","5"
"Podhorodecki Artur P.","Drobczyński Sławomir","4"
"Podhorodecki Artur P.","Sęk Grzegorz","1"
"Podhorodecki Artur P.","Sobkow Jacek","1"
"Podhorodecki Artur P.","Weron Karina","3"
"Podhorodecki Artur P.","Chrzanowski Maciej","3"
"Podhorodecki Artur P.","Zatryb Grzegorz","36"
"Podhorodecki Artur P.","Klak M. M.","2"
"Podhorodecki Artur P.","Popko Katarzyna","1"
"Podhorodecki Artur P.","Tylus W.","1"
"Podhorodecki Artur P.","Domaradzki Jarosław","12"
"Zatrub G.","Podhorodecki Artur P.","1"
"Fhui Yong Shiew","Podhorodecki Artur P.","1"
"Chojnacki Kamil","Podhorodecki Artur P.","1"
"Niczyj J.","Podhorodecki Artur P.","1"
"Fiedorczyk E.","Podhorodecki Artur P.","1"
"Kliczkowski Maksymilian","Podhorodecki Artur P.","1"
"Mazur Michalł","Podhorodecki Artur P.","1"
"Michalec Bartosz","Podhorodecki Artur P.","1"
"Kaczmarck D.","Podhorodecki Artur P.","1"
"Klak M. M.","Podhorodecki Artur P.","3"
"Chrzanowski Maciej","Podhorodecki Artur P.","4"
"Adamiak Bogdan","Podhorodecki Artur P.","3"
"Golacki Lukasz W.","Podhorodecki Artur P.","7"
"Sojka Bartlomiej","Podhorodecki Artur P.","8"
"Woźnica Henryk P.","Podhorodecki Artur P.","1"
"Janiak Filip","Podhorodecki Artur P.","1"
"Krajnik Bartosz","Podhorodecki Artur P.","3"
"Zatryb Grzegorz","Podhorodecki Artur P.","31"
"Bański Mateusz","Podhorodecki Artur P.","26"
"Drobczyński Sławomir","Podhorodecki Artur P.","1"
"Andrzejewski Janusz","Podhorodecki Artur P.","2"
"Berlicki Tadeusz M.","Podhorodecki Artur P.","2"
"Kubisa Maciej","Podhorodecki Artur P.","1"
"Wosko Mateusz","Podhorodecki Artur P.","1"
"Biegański Piotr","Podhorodecki Artur P.","1"
"Sitarek Piotr","Podhorodecki Artur P.","2"
"Korbutowicz Ryszard","Podhorodecki Artur P.","2"
"Serafińczuk Jarosław","Podhorodecki Artur P.","4"
"Nitsch Karol","Podhorodecki Artur P.","2"
"Syperek Marcin","Podhorodecki Artur P.","2"
"Mazur Michał","Podhorodecki Artur P.","12"
"Prociów Eugeniusz L.","Podhorodecki Artur P.","17"
"Wojcieszak Damian","Podhorodecki Artur P.","17"
"Ryczko Krzysztof","Podhorodecki Artur P.","1"
"Motyka Marcin","Podhorodecki Artur P.","6"
"Paszkiewicz Bogdan","Podhorodecki Artur P.","2"
"Domaradzki Jarosław","Podhorodecki Artur P.","40"
"Sworakowski Juliusz","Podhorodecki Artur P.","1"
"TŁaczaŁa Marek J.","Podhorodecki Artur P.","1"
"Sęk Grzegorz","Podhorodecki Artur P.","2"
"Kudrawiec Robert","Podhorodecki Artur P.","11"
"Misiewicz Jan","Podhorodecki Artur P.","72"
"Zelazo A.","Podhorodecki Artur P.","1"
"Chuchmaa Andrzej","Podhorodecki Artur P.","1"
"Pucińska Joanna","Podhorodecki Artur P.","1"
"Kociołek Daria","Podhorodecki Artur P.","3"
"Lesiak Anna","Podhorodecki Artur P.","1"
"Wysocka-Kröl Katarzyna","Podhorodecki Artur P.","1"
"Noculak Agnieszka","Podhorodecki Artur P.","10"
"Kopaczyńska Marta K.","Podhorodecki Artur P.","1"
"Sieradzka Karolina","Podhorodecki Artur P.","8"
"Borkowska Agnieszka","Podhorodecki Artur P.","13"
"Pražmowska Joanna","Podhorodecki Artur P.","1"
"Bauer Joanna","Podhorodecki Artur P.","1"
"Bazylińska Urszula","Podhorodecki Artur P.","1"
"Wawrzyńczyk Dominika","Podhorodecki Artur P.","5"
"Gładysiewicz Marta","Podhorodecki Artur P.","1"
